sign_id,sign_name,unicode_value,character,character_image,frequency_count,contexts,variants,transliteration,classification,sources
U+18BEA,Khitan Large Script Character 18BEA,U+18BEA,𘯪,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191831'}]"
U+18BEB,Khitan Large Script Character 18BEB,U+18BEB,𘯫,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191837'}]"
U+18BEC,Khitan Large Script Character 18BEC,U+18BEC,𘯬,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191845'}]"
U+18BED,Khitan Large Script Character 18BED,U+18BED,𘯭,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191850'}]"
U+18BEE,Khitan Large Script Character 18BEE,U+18BEE,𘯮,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191856'}]"
U+18BEF,Khitan Large Script Character 18BEF,U+18BEF,𘯯,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191863'}]"
U+18BF0,Khitan Large Script Character 18BF0,U+18BF0,𘯰,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191871'}]"
U+18BF1,Khitan Large Script Character 18BF1,U+18BF1,𘯱,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191877'}]"
U+18BF2,Khitan Large Script Character 18BF2,U+18BF2,𘯲,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191882'}]"
U+18BF3,Khitan Large Script Character 18BF3,U+18BF3,𘯳,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191888'}]"
U+18BF4,Khitan Large Script Character 18BF4,U+18BF4,𘯴,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191896'}]"
U+18BF5,Khitan Large Script Character 18BF5,U+18BF5,𘯵,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191902'}]"
U+18BF6,Khitan Large Script Character 18BF6,U+18BF6,𘯶,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191907'}]"
U+18BF7,Khitan Large Script Character 18BF7,U+18BF7,𘯷,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191915'}]"
U+18BF8,Khitan Large Script Character 18BF8,U+18BF8,𘯸,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191921'}]"
U+18BF9,Khitan Large Script Character 18BF9,U+18BF9,𘯹,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191927'}]"
U+18BFA,Khitan Large Script Character 18BFA,U+18BFA,𘯺,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191932'}]"
U+18BFB,Khitan Large Script Character 18BFB,U+18BFB,𘯻,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191938'}]"
U+18BFC,Khitan Large Script Character 18BFC,U+18BFC,𘯼,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191944'}]"
U+18BFD,Khitan Large Script Character 18BFD,U+18BFD,𘯽,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191950'}]"
U+18BFE,Khitan Large Script Character 18BFE,U+18BFE,𘯾,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191957'}]"
U+18BFF,Khitan Large Script Character 18BFF,U+18BFF,𘯿,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191963'}]"
U+18C00,Khitan Large Script Character 18C00,U+18C00,𘰀,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191969'}]"
U+18C01,Khitan Large Script Character 18C01,U+18C01,𘰁,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191976'}]"
U+18C02,Khitan Large Script Character 18C02,U+18C02,𘰂,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191982'}]"
U+18C03,Khitan Large Script Character 18C03,U+18C03,𘰃,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191988'}]"
U+18C04,Khitan Large Script Character 18C04,U+18C04,𘰄,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191993'}]"
U+18C05,Khitan Large Script Character 18C05,U+18C05,𘰅,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.191999'}]"
U+18C06,Khitan Large Script Character 18C06,U+18C06,𘰆,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192005'}]"
U+18C07,Khitan Large Script Character 18C07,U+18C07,𘰇,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192011'}]"
U+18C08,Khitan Large Script Character 18C08,U+18C08,𘰈,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192019'}]"
U+18C09,Khitan Large Script Character 18C09,U+18C09,𘰉,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192025'}]"
U+18C0A,Khitan Large Script Character 18C0A,U+18C0A,𘰊,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192035'}]"
U+18C0B,Khitan Large Script Character 18C0B,U+18C0B,𘰋,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192041'}]"
U+18C0C,Khitan Large Script Character 18C0C,U+18C0C,𘰌,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192049'}]"
U+18C0D,Khitan Large Script Character 18C0D,U+18C0D,𘰍,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192055'}]"
U+18C0E,Khitan Large Script Character 18C0E,U+18C0E,𘰎,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192060'}]"
U+18C0F,Khitan Large Script Character 18C0F,U+18C0F,𘰏,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192068'}]"
U+18C10,Khitan Large Script Character 18C10,U+18C10,𘰐,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192074'}]"
U+18C11,Khitan Large Script Character 18C11,U+18C11,𘰑,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192079'}]"
U+18C12,Khitan Large Script Character 18C12,U+18C12,𘰒,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192087'}]"
U+18C13,Khitan Large Script Character 18C13,U+18C13,𘰓,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192093'}]"
U+18C14,Khitan Large Script Character 18C14,U+18C14,𘰔,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192098'}]"
U+18C15,Khitan Large Script Character 18C15,U+18C15,𘰕,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192104'}]"
U+18C16,Khitan Large Script Character 18C16,U+18C16,𘰖,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192110'}]"
U+18C17,Khitan Large Script Character 18C17,U+18C17,𘰗,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192117'}]"
U+18C18,Khitan Large Script Character 18C18,U+18C18,𘰘,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192123'}]"
U+18C19,Khitan Large Script Character 18C19,U+18C19,𘰙,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192129'}]"
U+18C1A,Khitan Large Script Character 18C1A,U+18C1A,𘰚,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192135'}]"
U+18C1B,Khitan Large Script Character 18C1B,U+18C1B,𘰛,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192140'}]"
U+18C1C,Khitan Large Script Character 18C1C,U+18C1C,𘰜,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192148'}]"
U+18C1D,Khitan Large Script Character 18C1D,U+18C1D,𘰝,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192154'}]"
U+18C1E,Khitan Large Script Character 18C1E,U+18C1E,𘰞,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192159'}]"
U+18C1F,Khitan Large Script Character 18C1F,U+18C1F,𘰟,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192165'}]"
U+18C20,Khitan Large Script Character 18C20,U+18C20,𘰠,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192171'}]"
U+18C21,Khitan Large Script Character 18C21,U+18C21,𘰡,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192178'}]"
U+18C22,Khitan Large Script Character 18C22,U+18C22,𘰢,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192184'}]"
U+18C23,Khitan Large Script Character 18C23,U+18C23,𘰣,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192192'}]"
U+18C24,Khitan Large Script Character 18C24,U+18C24,𘰤,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192197'}]"
U+18C25,Khitan Large Script Character 18C25,U+18C25,𘰥,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192203'}]"
U+18C26,Khitan Large Script Character 18C26,U+18C26,𘰦,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192211'}]"
U+18C27,Khitan Large Script Character 18C27,U+18C27,𘰧,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192233'}]"
U+18C28,Khitan Large Script Character 18C28,U+18C28,𘰨,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192239'}]"
U+18C29,Khitan Large Script Character 18C29,U+18C29,𘰩,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192245'}]"
U+18C2A,Khitan Large Script Character 18C2A,U+18C2A,𘰪,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192251'}]"
U+18C2B,Khitan Large Script Character 18C2B,U+18C2B,𘰫,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192257'}]"
U+18C2C,Khitan Large Script Character 18C2C,U+18C2C,𘰬,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192265'}]"
U+18C2D,Khitan Large Script Character 18C2D,U+18C2D,𘰭,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192270'}]"
U+18C2E,Khitan Large Script Character 18C2E,U+18C2E,𘰮,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192276'}]"
U+18C2F,Khitan Large Script Character 18C2F,U+18C2F,𘰯,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192284'}]"
U+18C30,Khitan Large Script Character 18C30,U+18C30,𘰰,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192291'}]"
U+18C31,Khitan Large Script Character 18C31,U+18C31,𘰱,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192297'}]"
U+18C32,Khitan Large Script Character 18C32,U+18C32,𘰲,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192305'}]"
U+18C33,Khitan Large Script Character 18C33,U+18C33,𘰳,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192311'}]"
U+18C34,Khitan Large Script Character 18C34,U+18C34,𘰴,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192316'}]"
U+18C35,Khitan Large Script Character 18C35,U+18C35,𘰵,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192322'}]"
U+18C36,Khitan Large Script Character 18C36,U+18C36,𘰶,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192328'}]"
U+18C37,Khitan Large Script Character 18C37,U+18C37,𘰷,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192335'}]"
U+18C38,Khitan Large Script Character 18C38,U+18C38,𘰸,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192341'}]"
U+18C39,Khitan Large Script Character 18C39,U+18C39,𘰹,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192347'}]"
U+18C3A,Khitan Large Script Character 18C3A,U+18C3A,𘰺,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192354'}]"
U+18C3B,Khitan Large Script Character 18C3B,U+18C3B,𘰻,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192360'}]"
U+18C3C,Khitan Large Script Character 18C3C,U+18C3C,𘰼,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192366'}]"
U+18C3D,Khitan Large Script Character 18C3D,U+18C3D,𘰽,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192375'}]"
U+18C3E,Khitan Large Script Character 18C3E,U+18C3E,𘰾,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192381'}]"
U+18C3F,Khitan Large Script Character 18C3F,U+18C3F,𘰿,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192387'}]"
U+18C40,Khitan Large Script Character 18C40,U+18C40,𘱀,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192393'}]"
U+18C41,Khitan Large Script Character 18C41,U+18C41,𘱁,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192400'}]"
U+18C42,Khitan Large Script Character 18C42,U+18C42,𘱂,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192406'}]"
U+18C43,Khitan Large Script Character 18C43,U+18C43,𘱃,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192412'}]"
U+18C44,Khitan Large Script Character 18C44,U+18C44,𘱄,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192419'}]"
U+18C45,Khitan Large Script Character 18C45,U+18C45,𘱅,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192425'}]"
U+18C46,Khitan Large Script Character 18C46,U+18C46,𘱆,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192431'}]"
U+18C47,Khitan Large Script Character 18C47,U+18C47,𘱇,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192436'}]"
U+18C48,Khitan Large Script Character 18C48,U+18C48,𘱈,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192442'}]"
U+18C49,Khitan Large Script Character 18C49,U+18C49,𘱉,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192448'}]"
U+18C4A,Khitan Large Script Character 18C4A,U+18C4A,𘱊,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192454'}]"
U+18C4B,Khitan Large Script Character 18C4B,U+18C4B,𘱋,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192459'}]"
U+18C4C,Khitan Large Script Character 18C4C,U+18C4C,𘱌,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192467'}]"
U+18C4D,Khitan Large Script Character 18C4D,U+18C4D,𘱍,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192473'}]"
U+18C4E,Khitan Large Script Character 18C4E,U+18C4E,𘱎,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192481'}]"
U+18C4F,Khitan Large Script Character 18C4F,U+18C4F,𘱏,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192487'}]"
U+18C50,Khitan Large Script Character 18C50,U+18C50,𘱐,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192493'}]"
U+18C51,Khitan Large Script Character 18C51,U+18C51,𘱑,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192499'}]"
U+18C52,Khitan Large Script Character 18C52,U+18C52,𘱒,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192505'}]"
U+18C53,Khitan Large Script Character 18C53,U+18C53,𘱓,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192510'}]"
U+18C54,Khitan Large Script Character 18C54,U+18C54,𘱔,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192516'}]"
U+18C55,Khitan Large Script Character 18C55,U+18C55,𘱕,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192522'}]"
U+18C56,Khitan Large Script Character 18C56,U+18C56,𘱖,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192531'}]"
U+18C57,Khitan Large Script Character 18C57,U+18C57,𘱗,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192537'}]"
U+18C58,Khitan Large Script Character 18C58,U+18C58,𘱘,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192544'}]"
U+18C59,Khitan Large Script Character 18C59,U+18C59,𘱙,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192550'}]"
U+18C5A,Khitan Large Script Character 18C5A,U+18C5A,𘱚,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192556'}]"
U+18C5B,Khitan Large Script Character 18C5B,U+18C5B,𘱛,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192561'}]"
U+18C5C,Khitan Large Script Character 18C5C,U+18C5C,𘱜,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192567'}]"
U+18C5D,Khitan Large Script Character 18C5D,U+18C5D,𘱝,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192575'}]"
U+18C5E,Khitan Large Script Character 18C5E,U+18C5E,𘱞,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192580'}]"
U+18C5F,Khitan Large Script Character 18C5F,U+18C5F,𘱟,,0,[],[],,Unicode Block,"[{'source_name': 'Unicode', 'url': 'Unicode Block U+18B00–U+18CFF', 'fetched_at': '2025-09-22T17:38:31.192586'}]"
